Date,Close
10/4/2018 16:00:00,53.9
10/5/2018 16:00:00,53.6
10/8/2018 16:00:00,54.05
10/9/2018 16:00:00,53.82
10/10/2018 16:00:00,52.39
10/11/2018 16:00:00,50.14
10/12/2018 16:00:00,49.77
10/15/2018 16:00:00,49.05
10/16/2018 16:00:00,49.3
10/17/2018 16:00:00,49.62
10/18/2018 16:00:00,48.61
10/19/2018 16:00:00,47.2
10/22/2018 16:00:00,44.96
10/23/2018 16:00:00,44.18
10/24/2018 16:00:00,42.23
10/25/2018 16:00:00,42.38
10/26/2018 16:00:00,40.92
10/29/2018 16:00:00,39.91
10/30/2018 16:00:00,40.96
10/31/2018 16:00:00,41.29
11/1/2018 16:00:00,43.12
11/2/2018 16:00:00,43.28
11/5/2018 16:00:00,44.13
11/6/2018 16:00:00,44.9
11/7/2018 16:00:00,44.43
11/8/2018 16:00:00,44.25
11/9/2018 16:00:00,43.82
11/12/2018 16:00:00,42.47
11/13/2018 16:00:00,42.16
11/14/2018 16:00:00,41.94
11/15/2018 16:00:00,42.69
11/16/2018 16:00:00,42.94
11/19/2018 16:00:00,43.3
11/20/2018 16:00:00,43.06
11/21/2018 16:00:00,43.86
11/23/2018 13:00:00,43.37
11/26/2018 16:00:00,43.85
11/27/2018 16:00:00,43.43
11/28/2018 16:00:00,44.32
11/29/2018 16:00:00,43.44
11/30/2018 16:00:00,43.25
12/3/2018 16:00:00,43.18
12/4/2018 16:00:00,40.77
12/6/2018 16:00:00,39.41
12/7/2018 16:00:00,37.9
12/10/2018 16:00:00,37.51
12/11/2018 16:00:00,36.59
12/12/2018 16:00:00,37.68
12/13/2018 16:00:00,37.29
12/14/2018 16:00:00,37.49
12/17/2018 16:00:00,37.46
12/18/2018 16:00:00,37.56
12/19/2018 16:00:00,39.34
12/20/2018 16:00:00,38.15
12/21/2018 16:00:00,37.4
12/24/2018 13:00:00,37.33
12/26/2018 16:00:00,38.59
12/27/2018 16:00:00,39.33
12/28/2018 16:00:00,38.62
12/31/2018 16:00:00,39.41
1/2/2019 16:00:00,39.62
1/3/2019 16:00:00,38.75
1/4/2019 16:00:00,40.18
1/7/2019 16:00:00,40.41
1/8/2019 16:00:00,40.57
1/9/2019 16:00:00,41.16
1/10/2019 16:00:00,41.42
1/11/2019 16:00:00,41.66
1/14/2019 16:00:00,42
1/15/2019 16:00:00,42.45
1/16/2019 16:00:00,43.13
1/17/2019 16:00:00,43.29
1/18/2019 16:00:00,44.16
1/22/2019 16:00:00,43.36
1/23/2019 16:00:00,42.82
1/24/2019 16:00:00,42.94
1/25/2019 16:00:00,43.18
1/28/2019 16:00:00,42.82
1/29/2019 16:00:00,42.26
1/30/2019 16:00:00,42.81
1/31/2019 16:00:00,43.23
2/1/2019 16:00:00,43.82
2/4/2019 16:00:00,44
2/5/2019 16:00:00,43.66
2/6/2019 16:00:00,43.65
2/7/2019 16:00:00,42.83
2/8/2019 16:00:00,42.45
2/11/2019 16:00:00,43.05
2/12/2019 16:00:00,43.83
2/13/2019 16:00:00,44.18
2/14/2019 16:00:00,40.19
2/15/2019 16:00:00,42.32
2/19/2019 16:00:00,42.99
2/20/2019 16:00:00,43.29
2/21/2019 16:00:00,43.01
2/22/2019 16:00:00,42.87
2/25/2019 16:00:00,43.83
2/26/2019 16:00:00,43.86
2/27/2019 16:00:00,43.47
2/28/2019 16:00:00,43.2
3/1/2019 16:00:00,43.23
3/4/2019 16:00:00,43.51
3/5/2019 16:00:00,43.17
3/6/2019 16:00:00,42.5
3/7/2019 16:00:00,41.81
3/8/2019 16:00:00,42.2
3/11/2019 16:00:00,42.82
3/12/2019 16:00:00,43.05
3/13/2019 16:00:00,43.79
3/14/2019 16:00:00,43.75
3/15/2019 16:00:00,44.04
3/18/2019 16:00:00,44.28
3/19/2019 16:00:00,43.86
3/20/2019 16:00:00,42.96
3/21/2019 16:00:00,43.43
3/22/2019 16:00:00,42.62
3/25/2019 16:00:00,42.45
3/26/2019 16:00:00,43.05
3/27/2019 16:00:00,43.14
3/28/2019 16:00:00,43.1
3/29/2019 16:00:00,43.06
4/1/2019 16:00:00,43.99
4/2/2019 16:00:00,43.55
4/3/2019 16:00:00,43.87
4/4/2019 16:00:00,44.6
4/5/2019 16:00:00,45.05
4/8/2019 16:00:00,44.87
4/9/2019 16:00:00,44.63
4/10/2019 16:00:00,44.88
4/11/2019 16:00:00,45.71
4/12/2019 16:00:00,46.19
4/15/2019 16:00:00,45.8
4/16/2019 16:00:00,46.74
4/17/2019 16:00:00,45.97
4/18/2019 16:00:00,46.04
4/22/2019 16:00:00,46
4/23/2019 16:00:00,45.98
4/24/2019 16:00:00,45.74
4/25/2019 16:00:00,45.19
4/26/2019 16:00:00,46.05
4/29/2019 16:00:00,46.99
4/30/2019 16:00:00,47.57
5/1/2019 16:00:00,46.87
5/2/2019 16:00:00,46.8
5/3/2019 16:00:00,47.11
5/6/2019 16:00:00,47.11
5/7/2019 16:00:00,50.3
5/8/2019 16:00:00,49.96
