Date,Close
1/8/2019 16:00:00,17.29
1/9/2019 16:00:00,17.57
1/10/2019 16:00:00,17.74
1/11/2019 16:00:00,18.27
1/14/2019 16:00:00,17.88
1/15/2019 16:00:00,17.72
1/16/2019 16:00:00,17.88
1/17/2019 16:00:00,18.06
1/18/2019 16:00:00,18.16
1/22/2019 16:00:00,18
1/23/2019 16:00:00,18.17
1/24/2019 16:00:00,17.89
1/25/2019 16:00:00,17.77
1/28/2019 16:00:00,17.75
1/29/2019 16:00:00,17.58
1/30/2019 16:00:00,17.6
1/31/2019 16:00:00,17.69
2/1/2019 16:00:00,17.5
2/4/2019 16:00:00,17.49
2/5/2019 16:00:00,17.67
2/6/2019 16:00:00,17.84
2/7/2019 16:00:00,17.72
2/8/2019 16:00:00,17.94
2/11/2019 16:00:00,18.24
2/12/2019 16:00:00,18.23
2/13/2019 16:00:00,17.59
2/14/2019 16:00:00,17.58
2/15/2019 16:00:00,17.74
2/19/2019 16:00:00,17.63
2/20/2019 16:00:00,17.87
2/21/2019 16:00:00,17.86
2/22/2019 16:00:00,18.33
2/25/2019 16:00:00,18.28
2/26/2019 16:00:00,17.67
2/27/2019 16:00:00,17.55
2/28/2019 16:00:00,17.46
3/1/2019 16:00:00,17.43
3/4/2019 16:00:00,17.4
3/5/2019 16:00:00,17.2
3/6/2019 16:00:00,17.25
3/7/2019 16:00:00,17.33
3/8/2019 16:00:00,17.56
3/11/2019 16:00:00,17.61
3/12/2019 16:00:00,17.49
3/13/2019 16:00:00,18.04
3/14/2019 16:00:00,17.98
3/15/2019 16:00:00,18
3/18/2019 16:00:00,17.99
3/19/2019 16:00:00,17.95
3/20/2019 16:00:00,17.65
3/21/2019 16:00:00,17.82
3/22/2019 16:00:00,17.84
3/25/2019 16:00:00,18.23
3/26/2019 16:00:00,18.5
3/27/2019 16:00:00,18.53
3/28/2019 16:00:00,18.43
3/29/2019 16:00:00,18.35
4/1/2019 16:00:00,18.42
4/2/2019 16:00:00,18.08
4/3/2019 16:00:00,18.11
4/4/2019 16:00:00,18.35
4/5/2019 16:00:00,18.53
4/8/2019 16:00:00,18.05
4/9/2019 16:00:00,17.59
4/10/2019 16:00:00,17.74
4/11/2019 16:00:00,17.7
4/12/2019 16:00:00,17.53
4/15/2019 16:00:00,17.53
4/16/2019 16:00:00,17.18
4/17/2019 16:00:00,16.96
4/18/2019 16:00:00,17.14
4/22/2019 16:00:00,17.54
4/23/2019 16:00:00,17.66
4/24/2019 16:00:00,17.94
4/25/2019 16:00:00,18.8
4/26/2019 16:00:00,18.95
4/29/2019 16:00:00,18.83
4/30/2019 16:00:00,18.62
5/1/2019 16:00:00,19.11
5/2/2019 16:00:00,19.19
5/3/2019 16:00:00,19.19
5/6/2019 16:00:00,19.69
5/7/2019 16:00:00,19.65
5/8/2019 16:00:00,19.44
